	Tr1: BatfKO v Control	Tr1: BatfKO v Irf1KO	Tr1: Irf1KO v Control
Specc1l	-0.847524402	-0.711931298	-0.135593103
Speer1-ps1	0.015348202	-0.103254199	0.118602401
Speer2	0	0	0
Speer3	0	0	0
Speer4a	0	0	0
Speer4b	0	0	0
Speer4d	0	0	0
Speer4e	0	0	0
Speer5-ps1	0	0	0
Speer6-ps1	0	0	0
Speer7-ps1	0	0	0
Speer9-ps1	0	0	0
Spef1	-0.068350554	-0.208976694	0.14062614
Spef2	0.149344249	-0.440766425	0.590110675
Speg	-0.032606674	-0.288715721	0.256109048
Spem1	0	0	0
Spen	-0.323845874	-0.437815116	0.113969242
Spert	0	0	0
Spesp1	-0.114569913	0.005085706	-0.119655619
Spg11	0.341622117	0.477538002	-0.135915885
Spg20	-0.100577014	-0.259731655	0.159154641
Spg21	-0.728022059	-0.693907362	-0.034114697
Spg7	-0.253661562	0.434987434	-0.688648997
Sphk1	0.095168514	0.622474335	-0.527305821
Sphk2	0.238220776	0.44115575	-0.202934974
Sphkap	0	0	0
Spi1	-0.166727081	-0.124519014	-0.042208067
Spib	2.202962081	2.988474629	-0.785512548
Spice1	-0.772464816	-0.665923726	-0.10654109
Spidr	-0.465539472	-0.719609708	0.254070236
Spin1	0.150701325	0.303555998	-0.152854673
Spin2	0	0	0
Spin2c	0.081476351	0.004012982	0.077463369
Spin4	-0.092827396	0.168952194	-0.261779589
Spink10	-0.087177543	0.001443079	-0.088620622
Spink12	0	0	0
Spink14	0	0	0
Spink2	-0.527205706	-0.361680589	-0.165525117
Spink4	0	0	0
Spink5	0	0	0
Spink8	0	0	0
Spinlw1	0	0	0
Spint1	-0.811737761	-1.093506512	0.281768751
Spint2	0.182130313	-0.265248682	0.447378995
Spint4	0	0	0
Spire1	-0.657865218	-0.497190099	-0.160675119
Spire2	-0.180488824	0.167448403	-0.347937227
Spn	-0.046163766	0.085926099	-0.132089865
Spn-ps	0	0	0
Spna1	0	0	0
Spna2	0	0	0
Spnb1	0	0	0
Spnb2	0	0	0
Spnb3	0	0	0
Spnb4	0	0	0
Spns1	0.541375985	0.464371916	0.077004069
Spns2	-0.553903872	-1.333568498	0.779664626
Spns3	-0.160437	-0.17631692	0.01587992
Spo11	0.017833559	-0.117626541	0.1354601
Spock1	0	0	0
Spock2	-1.192530273	-1.755317271	0.562786998
Spock3	0	0	0
Spon1	-0.049257911	-0.342618995	0.293361084
Spon2	0	0	0
Spop	-0.142635481	-0.330302898	0.187667417
Spopl	0.541262756	0.008314368	0.532948387
Spp1	-2.192939939	1.277932662	-3.470872601
Sppl2a	0.453915565	0.660234847	-0.206319283
Sppl2b	-0.107535849	0.707059854	-0.814595703
Sppl3	-0.459409392	-0.286494986	-0.172914407
Spr	0.075485934	0.092962831	-0.017476897
Spred1	-0.044286173	0.325885405	-0.370171578
Spred2	-0.241678022	-0.119190868	-0.122487154
Spred3	-0.443298956	-0.279310172	-0.163988783
Sprn	0	0	0
Sprr2f	-0.115525697	0.004606292	-0.120131989
Sprr2k	0	0	0
Sprtn	0.119971712	0.482006772	-0.36203506
Spry1	1.500143803	1.273388271	0.226755532
Spry2	0.643827833	0.505203928	0.138623906
Spry4	0.159074569	0.345620095	-0.186545526
Spryd3	-0.477630497	-0.691341622	0.213711124
Spryd4	0.258175117	0.684194645	-0.426019528
Spryd7	0.44069779	0.535771951	-0.095074161
Spsb1	-0.003287394	-0.408143265	0.40485587
Spsb2	0.069111804	-0.19288733	0.261999134
Spsb3	-0.439837649	-0.260607355	-0.179230294
Spsb4	0.015348202	-0.103254199	0.118602401
Spta1	-0.03105673	-0.098561417	0.067504687
Sptan1	-0.106131011	0.057428137	-0.163559148
Sptb	0.606356314	-0.872661907	1.479018222
Sptbn1	-0.067193971	-0.147807461	0.08061349
Sptbn2	-1.087392934	-0.584531406	-0.502861528
Sptbn4	-0.311340866	-0.205399884	-0.105940982
Sptlc1	-0.015960315	0.203215656	-0.219175972
Sptlc2	-0.147903088	-0.093639994	-0.054263094
Sptlc3	0	0	0
Sptssa	0.272601811	0.481992185	-0.209390374
Spty2d1	-0.752189645	-0.808473442	0.056283797
Spz1	0	0	0
Sqle	-0.04582031	0.087008119	-0.132828428
Sqrdl	-0.410834908	-0.821296739	0.410461831
Sqstm1	-0.036839091	-0.848471877	0.811632787
Sra1	-0.68114137	-1.113342056	0.432200685
Srbd1	-0.021019685	-0.131512417	0.110492732
Src	0.186872312	-0.281848365	0.468720676
Srcin1	0.058529648	-0.070408782	0.128938431
Srcrb4d	0.891592822	0.586182049	0.305410772
Srd5a1	-0.07050064	-0.114201629	0.043700989
Srd5a2	0	0	0
Srd5a3	-0.217120324	0.124347329	-0.341467653
Srebf1	-0.04152156	-0.227089832	0.185568272
Srebf2	0.001957174	-0.034477259	0.036434433
Srek1	-0.517053337	-0.771363296	0.254309959
Srek1ip1	0.237208763	-0.506885686	0.744094449
Srf	-0.417025517	-0.495054898	0.078029381
Srfbp1	0.214103157	-0.112806071	0.326909227
Srgap1	0.509937359	-0.270022449	0.779959808
Srgap2	-0.221855023	-0.120305684	-0.101549338
Srgap3	0.049376136	-0.778736627	0.828112764
Srgn	-0.444658291	-0.600025205	0.155366914
Sri	0.41956531	0.140842877	0.278722432
Srl	0.564839404	0.748902966	-0.184063562
Srm	0.367669662	0.81971354	-0.452043877
Srms	0.065019445	-0.350738499	0.415757943
Srp14	-0.089282736	-0.203787356	0.11450462
Srp19	0.155912323	-0.532478169	0.688390492
Srp54a	0.262361574	0.65984983	-0.397488256
Srp54b	0	0	0
Srp54c	0	0	0
Srp68	-0.241372298	-0.635154775	0.393782477
Srp72	0.271394027	-0.365442353	0.63683638
Srp9	0.128030993	-0.217309152	0.345340144
Srpk1	-0.377344044	-0.46823027	0.090886226
Srpk2	0.049852422	-0.684833752	0.734686174
Srpk3	-0.022186042	-0.154788383	0.132602341
Srpr	0.002141847	-0.247418036	0.249559883
Srprb	-0.063893843	-0.198167864	0.13427402
Srpx	0	0	0
Srpx2	0	0	0
Srr	0.240568511	0.323337099	-0.082768589
Srrd	0.133274275	-0.46663062	0.599904895
Srrm1	-0.204819009	-0.253200199	0.04838119
Srrm2	-0.20935793	0.067711015	-0.277068945
Srrm3	-0.074225463	-0.059058217	-0.015167245
Srrm4	0.017833559	-0.117626541	0.1354601
Srrt	0.415535633	1.038149137	-0.622613505
Srsf1	0.206380965	1.548626187	-1.342245221
Srsf10	0.11610107	0.407763477	-0.291662407
Srsf11	-0.155890273	-0.53652135	0.380631077
Srsf12	0.379466678	0.491824807	-0.112358129
Srsf2	0.032796328	0.875666856	-0.842870528
Srsf3	0.225698611	0.577249475	-0.351550864
Srsf4	-0.116553794	0.352104898	-0.468658692
Srsf5	-0.098883677	-0.088651189	-0.010232488
Srsf6	0.269277002	0.797197498	-0.527920495
Srsf7	0.135182827	1.01363562	-0.878452793
Srsf9	0.062724306	0.282100218	-0.219375913
Srxn1	-0.467286758	-0.693156937	0.225870179
Sry	0	0	0
Ss18	-0.613650755	-0.979501458	0.365850703
Ss18l1	-0.18769422	-0.792898655	0.605204435
Ssb	0.030965088	0.054623111	-0.023658023
Ssbp1	0.068812335	0.119201816	-0.050389481
Ssbp2	-0.193645885	0.12193396	-0.315579845
Ssbp3	-0.271526281	-0.66398494	0.392458659
Ssbp4	-0.05152473	-0.019964688	-0.031560042
Ssc5d	0.021630985	-0.061986241	0.083617226
Ssfa2	0.008714726	0.494115272	-0.485400546
Ssh1	-0.619348694	-1.098116377	0.478767683
Ssh2	-0.846401455	-0.752693806	-0.093707648
Ssh3	-0.330914096	-0.652261058	0.321346963
Ssmem1	0.017833559	-0.117626541	0.1354601
Ssna1	-0.097513898	-0.121162877	0.023648979
Sspn	-0.087177543	0.001443079	-0.088620622
Sspo	0.143998728	-0.032761478	0.176760206
Ssr1	-0.440199405	-0.537025241	0.096825836
Ssr2	0.132620913	0.127361772	0.005259141
Ssr3	-0.511152053	-0.748689978	0.237537925
Ssr4	0.338470036	0.119396365	0.219073671
Ssrp1	0.097580691	0.438685182	-0.341104491
Sssca1	0.076461432	0.060881198	0.015580234
Sst	0	0	0
Sstr1	0	0	0
Sstr2	0.00431865	0.088467054	-0.084148404
Sstr3	0	0	0
Sstr4	0	0	0
Sstr5	0	0	0
Ssu2	0.022697327	-0.148442318	0.171139645
Ssu72	0.177889187	0.269768403	-0.091879216
Ssx2ip	0.667753386	0.902247594	-0.234494208
Ssxb1	0	0	0
Ssxb10	0	0	0
Ssxb2	0	0	0
Ssxb3	0	0	0
Ssxb5	0	0	0
Ssxb6	0	0	0
Ssxb8	0	0	0
Ssxb9	0	0	0
St13	-0.003806707	-0.144836811	0.141030104
St14	0.848989463	0.657444537	0.191544926
St18	0.023115963	-0.152910217	0.17602618
St3gal1	-1.054108059	-1.195093772	0.140985713
St3gal2	1.10432009	1.002244603	0.102075487
St3gal3	0.380288945	0.608223157	-0.227934212
St3gal4	0.319764315	0.390939992	-0.071175676
St3gal5	1.235876747	1.567362242	-0.331485496
St3gal6	-1.060962078	-0.429977857	-0.63098422
St5	-0.037178266	-0.426554114	0.389375848
St6gal1	-0.651687456	-1.158283719	0.506596263
St6galnac1	0	0	0
St6galnac2	-0.056928567	-0.424146577	0.36721801
St6galnac3	0.085096984	-0.63854126	0.723638244
St6galnac4	0.413997915	1.133128787	-0.719130872
St6galnac5	-0.070405797	-0.173390846	0.102985049
St6galnac6	-0.21127973	-0.166787251	-0.044492479
St7	0.176890389	1.108046728	-0.931156339
St7l	-0.166201494	0.351464802	-0.517666296
St8sia1	-0.727654425	0.047239288	-0.774893713
St8sia2	0	0	0
St8sia3	0	0	0
St8sia4	0.30831533	0.540812497	-0.232497167
St8sia5	-0.049283467	-0.066077103	0.016793636
St8sia6	0.631494814	-0.120799965	0.752294779
Stab1	0.650234802	0.429975728	0.220259074
Stab2	0.025151592	-0.168731702	0.193883294
Stac	0	0	0
Stac2	-2.353225924	-2.960966449	0.607740524
Stac3	0.024596175	-0.164130954	0.188727129
Stag1	-0.271424854	0.09735917	-0.368784024
Stag2	0.181745636	-0.052087623	0.233833259
Stag3	-0.018495182	0.100900527	-0.119395709
Stam	-0.44441912	-0.313857559	-0.130561561
Stam2	0.032631821	-0.072612062	0.105243883
Stambp	0.303927546	-0.282930567	0.586858113
Stambpl1	0.071921104	-0.075384499	0.147305603
Stamos	0.185650655	0.173287083	0.012363572
Stap1	0.330371858	-0.297234996	0.627606854
Stap2	0.53122349	0.454487051	0.076736439
Star	0.052758236	-0.583926903	0.636685139
Stard10	-0.733274575	-1.714534557	0.981259983
Stard13	-0.252019287	0.067714177	-0.319733464
Stard3	-0.009003443	-0.521472893	0.512469451
Stard3nl	0.992079096	1.162052758	-0.169973662
Stard4	-0.505315087	-0.284766305	-0.220548782
Stard5	0.81415316	-0.249277486	1.063430646
Stard6	0.094593086	-0.538133566	0.632726652
Stard7	-0.105634819	0.251221204	-0.356856023
Stard8	0.005421241	-0.187662897	0.193084139
Stat1	0.127636674	1.134936749	-1.007300075
Stat2	-0.702941258	-0.449968128	-0.25297313
Stat3	-0.23527404	-0.034253429	-0.201020611
Stat4	-0.121670334	-0.094980922	-0.026689412
Stat5a	-0.143950779	-0.016457198	-0.127493581
Stat5b	-0.095005955	-0.150700301	0.055694346
Stat6	0.196067452	0.180241716	0.015825736
Stau1	-0.312587021	-0.287954239	-0.024632782
Stau2	0.021929902	-0.034355795	0.056285697
Stbd1	-0.67362732	-1.150703124	0.477075805
Stc1	-0.738106913	-1.95532015	1.217213237
Stc2	-0.149565857	-0.684261493	0.534695636
Steap1	0.017833559	-0.117626541	0.1354601
Steap2	0.068735546	0.430416448	-0.361680901
Steap3	0.503531508	0.117054178	0.386477331
Steap4	0.024156138	-0.160487166	0.184643304
Stfa1	0	0	0
Stfa2	-0.049283467	-0.066077103	0.016793636
Stfa2l1	0.015348202	-0.103254199	0.118602401
Stfa3	0	0	0
Stil	0.14385371	0.598060303	-0.454206593
Stim1	0.51310375	0.504171957	0.008931793
Stim2	0.240620514	0.485387296	-0.244766782
Stip1	0.3163896	0.531344589	-0.214954989
Stk10	-0.435742862	-0.361393439	-0.074349423
Stk11	-0.154118708	-0.393693999	0.239575291
Stk11ip	-0.325314429	-0.129859041	-0.195455388
Stk16	-0.037768671	0.243335638	-0.281104309
Stk17b	-0.456029181	-0.430394362	-0.025634818
Stk19	0.101528228	-0.033527506	0.135055734
Stk24	-0.04224069	0.139377782	-0.181618473
Stk25	0.098003369	0.195944228	-0.097940858
Stk3	0.480141732	0.268022778	0.212118954
Stk30	0	0	0
Stk31	0.017833559	-0.117626541	0.1354601
Stk32a	0	0	0
Stk32b	0	0	0
Stk32c	-1.968115044	-1.446949023	-0.521166021
Stk33	0.015348202	-0.103254199	0.118602401
Stk35	-0.344475727	0.252079782	-0.596555508
Stk36	-0.347288714	-0.083074488	-0.264214226
Stk38	0.279402816	0.574940953	-0.295538137
Stk38l	0.731715554	0.893185782	-0.161470228
Stk39	-0.205280791	0.178982303	-0.384263093
Stk4	0.321270308	0.289592913	0.031677395
Stk40	-0.010592565	-0.540946011	0.530353447
Stmn1	0.448273186	0.578670966	-0.13039778
Stmn1-rs1	0	0	0
Stmn2	0	0	0
Stmn3	0	0	0
Stmn4	-0.002859362	-0.594170522	0.591311161
Stom	-1.794483795	-1.053554411	-0.740929384
Stoml1	-0.013571917	-0.276674183	0.263102266
Stoml2	-0.096140372	0.056683588	-0.15282396
Stoml3	0	0	0
Ston1	0.612434083	0.419028258	0.193405825
Ston2	-1.02605362	-0.890059187	-0.135994433
Stox1	-0.189132791	0.061464485	-0.250597276
Stox2	-0.056847064	-0.086392042	0.029544978
Stpg1	0.022697327	-0.148442318	0.171139645
Stra13	0.201021455	0.047225166	0.153796289
Stra6	2.2217459	0.046180967	2.175564932
Stra8	-0.114569913	0.005085706	-0.119655619
Strada	-0.038517958	0.066740858	-0.105258816
Stradb	0.15998851	0.273479737	-0.113491227
Strap	0.204880094	0.251571775	-0.046691681
Strbp	0.695757919	-0.040104385	0.735862304
Strc	-0.087177543	0.001443079	-0.088620622
Strip1	-0.42596196	-0.617185511	0.191223551
Strip2	0.022697327	-0.148442318	0.171139645
Strn	0.1477054	0.408672681	-0.26096728
Strn3	0.111215748	0.082455455	0.028760293
Strn4	0.418171447	0.207679166	0.210492281
Stt3a	-1.49E-05	0.075310361	-0.075325229
Stt3b	-0.011361891	-0.053106682	0.041744791
Stub1	0.330850155	0.076326071	0.254524084
Stx11	-0.279741561	0.249960832	-0.529702393
Stx12	-0.471922906	-0.131046229	-0.340876676
Stx16	0.348534982	0.096385372	0.25214961
Stx17	0.317697107	0.273026085	0.044671022
Stx18	-0.163602989	-0.400655939	0.23705295
Stx19	0.038317106	-0.259448509	0.297765615
Stx1a	-0.582456318	-1.210182308	0.627725991
Stx1b	-0.115464889	-0.036615322	-0.078849567
Stx2	-1.225821411	-1.303162052	0.077340641
Stx3	0.138142657	0.311303409	-0.173160752
Stx4a	-0.276896639	-0.51496075	0.238064111
Stx5a	-0.239218035	-0.655384755	0.41616672
Stx6	0.077257249	-0.003812747	0.081069996
Stx7	-1.193105263	-0.588667162	-0.604438101
Stx8	-0.261733451	-0.177838735	-0.083894715
Stxbp1	0.533493296	0.16155762	0.371935675
Stxbp2	0.049788239	-0.080546698	0.130334937
Stxbp3a	-0.313547698	-0.04688667	-0.266661028
Stxbp3b	-0.080691149	-0.048809554	-0.031881595
Stxbp4	-0.259504789	-0.468842851	0.209338062
Stxbp5	-0.291943701	-0.299107459	0.007163758
Stxbp5l	0	0	0
Stxbp6	0.060593512	0.195158038	-0.134564526
Styk1	-0.451118112	-0.112467902	-0.33865021
Styx	0.305872875	0.576332712	-0.270459837
Styxl1	0.164445812	0.00979358	0.154652232
Sub1	-0.159912217	-0.124334209	-0.035578009
Sucla2	0.11590656	0.045759747	0.070146813
Suclg1	0.005758475	-0.111913504	0.11767198
Suclg2	0.23572088	0.384619941	-0.148899061
Suco	0.053075911	-0.076400769	0.12947668
Suds3	0.246848674	0.068843746	0.178004928
Sufu	0.267916462	0.582515566	-0.314599104
Sugct	-0.105310351	-0.28391535	0.178605
Sugp1	0.027206912	-0.241557105	0.268764017
Sugp2	-0.093842576	-0.014306302	-0.079536274
Sugt1	0.261187895	0.096883092	0.164304803
Sulf1	0	0	0
Sulf2	1.558960914	1.415507592	0.143453323
Sult1a1	-0.095745569	-0.045490383	-0.050255187
Sult1d1	0	0	0
Sult2a6	0	0	0
Sult2b1	-0.077407716	0.282296036	-0.359703753
Sult4a1	-0.208443174	-0.174952858	-0.033490316
Sult5a1	0.017833559	-0.117626541	0.1354601
Sult6b1	0.091241788	0.333008256	-0.241766468
Sumf1	0.060537585	0.714388955	-0.65385137
Sumf2	0.127143707	0.409221175	-0.282077468
Sumo1	0.007358728	0.30846026	-0.301101532
Sumo2	0.401717558	0.396246672	0.005470885
Sumo3	0.003072446	0.082027868	-0.078955422
Sun1	0.044110566	-0.293891431	0.338001996
Sun2	-0.084103831	-0.18391133	0.099807499
Sun3	0.152591934	0.137654639	0.014937295
Sun5	0	0	0
Suox	0.239377197	0.069154355	0.170222841
Supt16	-0.206597706	0.050713538	-0.257311244
Supt16h	0	0	0
Supt20	-0.084093936	-0.206940495	0.122846559
Supt3	-0.111076435	-0.741301469	0.630225034
Supt3h	0	0	0
Supt4a	-0.605010037	-0.997277553	0.392267515
Supt4h1	0	0	0
Supt5	-0.305705116	-0.373289278	0.067584162
Supt5h	0	0	0
Supt6	0.175113407	0.544513509	-0.369400102
Supt6h	0	0	0
Supt7l	-0.112237959	0.207413375	-0.319651335
Supv3l1	0.513528031	0.879333465	-0.365805433
Surf1	0.244591475	-0.036212892	0.280804367
Surf2	0.343365797	0.03479601	0.308569787
Surf4	-0.391063477	-0.574735114	0.183671637
Surf6	-0.216123925	-0.514250164	0.298126239
Susd1	-0.646564272	-0.294623827	-0.351940445
Susd2	-0.102909913	-0.294953061	0.192043148
Susd3	-0.267689665	-0.521415308	0.253725643
Susd4	0.183038655	-0.06162699	0.244665646
Susd5	0	0	0
Suv39h1	0.081799344	0.387684256	-0.305884912
Suv39h2	0.264947255	0.639027288	-0.374080033
Suv420h1	-0.267416183	-0.334482941	0.067066758
Suv420h2	-0.197208126	-0.570945268	0.373737143
Suz12	-0.277212782	-0.318859094	0.041646312
Sv2a	-0.395745579	-1.014082284	0.618336704
Sv2b	0	0	0
Sv2c	-0.222828776	-0.255781058	0.032952282
Svep1	0	0	0
Svil	0.137524587	0.040324378	0.097200208
Svip	0.462662782	0.025617126	0.437045656
Svop	0.227939985	0.162003439	0.065936547
Svopl	0.021981497	-0.142568228	0.164549724
Svs3a	0	0	0
Swap70	0.294620981	0.334501229	-0.039880249
Swi5	-0.081535599	-0.032562926	-0.048972673
Swsap1	0.197810973	0.199918799	-0.002107826
Swt1	0.130735894	-0.784051183	0.914787077
Syap1	-0.269226039	-0.285580364	0.016354325
Sybu	0.017833559	-0.117626541	0.1354601
Syce1	-0.022053278	-0.115078314	0.093025036
Syce1l	0	0	0
Syce2	-0.594913582	-0.691570354	0.096656772
Sycp1	0	0	0
Sycp1-ps1	0	0	0
Sycp2	0	0	0
Sycp3	0.021981497	-0.142568228	0.164549724
Syde1	0.003220114	-0.2817466	0.284966713
Syde2	0.456248011	0.071988608	0.384259403
Syf2	-0.254833574	-0.535340701	0.280507127
Syk	-0.166710414	0.603804933	-0.770515348
Sykb	0	0	0
Sympk	-0.295898404	-0.367321944	0.07142354
Syn1	-0.536315801	-0.196264512	-0.340051289
Syn2	0.015348202	-0.103254199	0.118602401
Syn3	0.028925107	0.136834622	-0.107909515
Syna	-0.149141812	0.004349775	-0.153491587
Sync	0.024596175	-0.164130954	0.188727129
Syncrip	0.179083933	0.783275349	-0.604191416
Syne1	-0.609652248	-0.717105087	0.107452839
Syne2	-0.268620239	-0.022713846	-0.245906394
Syne3	-0.068912746	0.030749898	-0.099662644
Syngap1	-0.458271788	-0.802039869	0.343768081
Syngr1	0.001666316	-0.396794309	0.398460625
Syngr2	0.719625262	0.973228959	-0.253603697
Syngr3	-2.035108819	-2.420181914	0.385073095
Syngr4	0.736172387	0.547553981	0.188618406
Synj1	-0.106802785	-0.195085872	0.088283086
Synj2	1.020751227	0.770790529	0.249960698
Synj2bp	0.371969884	0.226293764	0.14567612
Synm	0.062997508	0.051354877	0.011642631
Synpo	-0.154037389	0.507307106	-0.661344495
Synpo2	0.786089009	0.847556324	-0.061467315
Synpo2l	-0.153588027	-0.058599933	-0.094988094
Synrg	-0.321335171	-0.429662981	0.108327811
Syp	-0.320399206	-0.956222588	0.635823382
Sypl	-0.026702235	0.019901779	-0.046604014
Sypl2	0	0	0
Sys1	0.028767586	-0.275526635	0.304294221
Syt1	0	0	0
Syt10	0	0	0
Syt11	-0.46031708	-1.342975434	0.882658353
Syt12	0.234180718	-0.424355626	0.658536344
Syt13	0.084069506	0.030609479	0.053460027
Syt14	-0.15540531	-0.03711476	-0.11829055
Syt15	-0.143052554	-0.367239565	0.224187011
Syt16	0	0	0
Syt17	0.052359712	-0.350329253	0.402688966
Syt2	0	0	0
Syt3	-0.2273524	-0.067420989	-0.15993141
Syt4	0	0	0
Syt5	-0.687605839	-0.469321408	-0.21828443
Syt6	0	0	0
Syt7	-0.184691493	-0.238261955	0.053570462
Syt9	0	0	0
Sytl1	0.880970148	0.074234969	0.806735179
Sytl2	-0.330061516	-0.477385754	0.147324238
Sytl3	0.302444796	-0.438704812	0.741149608
Sytl4	-0.087177543	0.001443079	-0.088620622
Sytl5	0	0	0
Syvn1	-0.114502169	-0.048455043	-0.066047127
Szrd1	0.09917826	0.011106705	0.088071555
Szt2	-0.302178067	0.071683558	-0.373861625
T	0	0	0
T2	0	0	0
Taar2	-0.087177543	0.001443079	-0.088620622
Taar3	0	0	0
Taar7f	0	0	0
Tab1	-0.263273592	-0.199831181	-0.063442411
Tab2	-0.115395373	-0.247631813	0.13223644
Tab3	0.330771187	-0.060434557	0.391205744
Tac1	0	0	0
Tac2	0	0	0
Tac4	0	0	0
Tacc1	0.167446245	0.146956797	0.020489448
Tacc2	0.575552112	0.129675323	0.445876789
Tacc3	0.228181196	0.25423137	-0.026050174
Taco1	0.594007906	0.967443981	-0.373436074
Tacr1	0	0	0
Tacr2	0.090266266	0.116787871	-0.026521605
Tacstd2	-0.737116998	-0.272474728	-0.46464227
Tada1	0.172139392	0.737390341	-0.565250948
Tada2a	0.294270955	0.326171039	-0.031900084
Tada2b	-0.137498614	0.087356037	-0.224854651
Tada3	0.462695794	0.153227143	0.309468651
Taf1	-0.186938873	-0.321083902	0.134145029
Taf10	0.097240122	-0.043907533	0.141147656
Taf11	0.334549602	0.610916754	-0.276367152
Taf12	0.194738478	0.004245331	0.190493147
Taf13	0.791022332	0.429712458	0.361309873
Taf15	0.366138468	0.618583481	-0.252445014
Taf1a	-0.208943128	-0.16947344	-0.039469688
Taf1b	-0.243955804	-0.338014331	0.094058527
Taf1c	0.329752452	-0.049476416	0.379228868
Taf1d	0.234524006	-0.265329391	0.499853396
Taf2	0.239586271	0.606646479	-0.367060207
Taf3	0.014974217	-0.453078685	0.468052901
Taf4a	-0.168348971	-0.279005025	0.110656054
Taf4b	-0.241715097	-0.329933868	0.088218771
Taf5	0.028126369	0.06373649	-0.035610121
Taf5l	0.247235889	0.306324138	-0.059088249
Taf6	0.222961316	0.175630372	0.047330944
Taf6l	0.050319157	0.186434707	-0.13611555
Taf7	-0.050109869	-0.060639708	0.01052984
Taf7l	0.018534594	0.100257858	-0.081723264
Taf8	-0.035616616	-0.177362689	0.141746073
Taf9	0.011073326	0.234878825	-0.223805499
Taf9b	-0.238547605	-0.10797789	-0.130569715
Tagap	0.600817754	1.061365056	-0.460547302
Tagap1	-0.528942688	-0.52091096	-0.008031728
Tagln	-0.198964773	-0.366481114	0.167516341
Tagln2	0.018706343	0.049838374	-0.031132031
Tagln3	-0.097340924	-0.074097303	-0.023243621
Tal1	0	0	0
Tal2	0.448728309	0.488764692	-0.040036384
Taldo1	0.204075603	0.215214029	-0.011138426
Tamm41	-0.180786236	-0.101147608	-0.079638629
Tanc1	-0.965817302	-0.689854244	-0.275963058
Tanc2	-1.076064985	-1.618222005	0.54215702
Tango2	0.061798295	0.361058408	-0.299260113
Tango6	0.220515065	0.160103095	0.060411971
Tank	0.540539566	0.219290527	0.321249039
Taok1	-0.376836063	-0.346972653	-0.02986341
Taok2	-0.591330719	-0.787508077	0.196177358
Taok3	-0.408410752	-0.534460649	0.126049897
Tap1	0.420967308	0.442756752	-0.021789444
Tap2	0.394177065	0.845813891	-0.451636826
Tapbp	0.004499743	0.45754721	-0.453047466
Tapbpl	-0.197050658	0.033556235	-0.230606893
Tapt1	-0.216128338	-0.127870856	-0.088257482
Tarbp1	0	0	0
Tarbp2	-0.365002884	-0.301648556	-0.063354328
Tardbp	0.154186757	0.461779752	-0.307592995
Tars	0.192502705	0.252144197	-0.059641492
Tars2	0.128173665	0.590688155	-0.46251449
Tarsl2	0.504850684	0.157246101	0.347604583
Tas1r1	-0.087177543	0.001443079	-0.088620622
Tas1r2	0.015348202	-0.103254199	0.118602401
Tas1r3	0.085410295	0.023627336	0.061782959
Tas2r102	0	0	0
Tas2r103	0	0	0
Tas2r108	0	0	0
Tas2r126	0	0	0
Tas2r131	0	0	0
Tas2r135	0	0	0
Tas2r137	0	0	0
Tas2r138	0	0	0
Tas2r143	0	0	0
Tasp1	0.166328505	0.518283514	-0.351955009
Tat	0	0	0
Tatdn1	-0.012887042	-0.394683496	0.381796454
Tatdn2	0.21300676	0.427747953	-0.214741193
Tatdn3	0.020803693	-0.021498782	0.042302476
Tax1bp1	-0.462765026	-0.702186417	0.239421391
Tax1bp3	-0.032564479	-0.316840085	0.284275605
Taz	-0.126091084	0.046681157	-0.172772241
Tbata	0	0	0
Tbc1d1	-0.313414819	-0.516290766	0.202875947
Tbc1d10a	-0.494764912	-0.519745715	0.024980803
Tbc1d10b	0.231132398	0.111513391	0.119619007
Tbc1d10c	-0.25504246	-0.300643088	0.045600629
Tbc1d12	0.336025139	-0.19829103	0.534316169
Tbc1d13	0.088551131	0.168947052	-0.080395922
Tbc1d14	-0.412271278	-0.022224529	-0.390046749
Tbc1d15	-0.078276688	-0.32560832	0.247331632
Tbc1d16	-0.09303054	-0.85476138	0.76173084
Tbc1d17	0.172304243	-0.437506075	0.609810318
Tbc1d19	0.298890548	0.128000877	0.170889671
Tbc1d2	-0.140390423	-0.419495382	0.279104959
Tbc1d20	-0.392114191	-0.306605198	-0.085508993
Tbc1d21	0	0	0
Tbc1d22a	0.075883514	-0.408701274	0.484584788
Tbc1d22b	-0.076086229	0.212428112	-0.288514341
Tbc1d22bos	0.017833559	-0.117626541	0.1354601
Tbc1d23	0.133210523	-0.389860651	0.523071174
Tbc1d24	0.105711553	0.081452413	0.02425914
Tbc1d25	-0.247624547	0.215667434	-0.463291981
Tbc1d2b	-0.70158007	-0.729030001	0.027449931
Tbc1d30	-0.555276615	-0.575347131	0.020070516
Tbc1d31	0.034719409	-0.228963744	0.263683153
Tbc1d32	0.686522348	0.868338015	-0.181815667
Tbc1d4	0.921101588	1.031207261	-0.110105673
Tbc1d5	0.084032737	0.381614044	-0.297581307
Tbc1d7	-0.191909485	0.281552862	-0.473462347
Tbc1d8	0.105597392	0.071741183	0.033856209
Tbc1d8b	0.238101936	0.091512551	0.146589385
Tbc1d9	0	0	0
Tbc1d9b	-0.005429266	0.558155092	-0.563584359
Tbca	0.311454224	-0.194177206	0.50563143
Tbcb	0.177368595	-0.22668652	0.404055115
Tbcc	-0.046374604	0.088322763	-0.134697368
Tbccd1	-0.191436946	0.097556444	-0.28899339
